"Site","Channel","Date (UTC)","Value"
"SS16/1","T648 C1:TEMP","1485303120961","32.0"
"SS16/1","T648 C1:TEMP","1485306224161","34.0"
"SS16/1","T648 C1:TEMP","1485308562361","36.0"
"SS16/1","T648 C1:TEMP","1485308628951","34.0"
"SS16/1","T648 C1:TEMP","1485308668561","36.0"
"SS16/1","T648 C1:TEMP","1485318845741","38.0"
"SS16/1","T648 C1:TEMP","1485318888961","36.0"
"SS16/1","T648 C1:TEMP","1485319056361","38.0"
"SS16/1","T648 C1:TEMP","1485319063561","36.0"
"SS16/1","T648 C1:TEMP","1485319099561","38.0"
"SS16/1","T648 C1:TEMP","1485319180561","36.0"
"SS16/1","T648 C1:TEMP","1485319201251","38.0"
"SS16/1","T648 C1:TEMP","1485319285861","36.0"
"SS16/1","T648 C1:TEMP","1485319301151","38.0"
"SS16/1","T648 C1:TEMP","1485329952661","36.0"
"SS16/1","T648 C1:TEMP","1485329991351","38.0"
"SS16/1","T648 C1:TEMP","1485330077751","36.0"
"SS16/1","T648 C1:TEMP","1485335202361","34.0"
"SS16/1","T648 C1:TEMP","1485341429451","36.0"
"SS16/1","T648 C1:TEMP","1485341543761","34.0"
"SS16/1","T648 C1:TEMP","1485341588761","36.0"
"SS16/1","T648 C1:TEMP","1485341640051","34.0"
"SS16/1","T648 C1:TEMP","1485341642761","36.0"
"SS16/1","T648 C1:TEMP","1485343379751","38.0"
"SS16/1","T648 C1:TEMP","1485346439761","40.0"
"SS16/1","T648 C1:TEMP","1485349015561","42.0"
"SS16/1","T648 C1:TEMP","1485349048861","40.0"
"SS16/1","T648 C1:TEMP","1485349101961","42.0"
"SS16/1","T648 C1:TEMP","1485349178451","40.0"
"SS16/1","T648 C1:TEMP","1485349333261","42.0"
"SS16/1","T648 C1:TEMP","1485349576261","40.0"
"SS16/1","T648 C1:TEMP","1485349579861","42.0"
"SS16/1","T648 C1:TEMP","1485351393361","40.0"
"SS16/1","T648 C1:TEMP","1485353115971","38.0"
"SS16/1","T648 C1:TEMP","1485354841261","36.0"
"SS16/1","T648 C1:TEMP","1485354887161","38.0"
"SS16/1","T648 C1:TEMP","1485354900661","36.0"
"SS16/1","T648 C1:TEMP","1485354908761","38.0"
"SS16/1","T648 C1:TEMP","1485354919561","36.0"
"SS16/1","T648 C1:TEMP","1485354998751","38.0"
"SS16/1","T648 C1:TEMP","1485355029361","36.0"
"SS16/1","T648 C1:TEMP","1485365968861","34.0"
"SS16/1","T648 C1:TEMP","1485366075071","36.0"
"SS16/1","T648 C1:TEMP","1485366111951","34.0"
"SS16/1","T648 C1:TEMP","1485366184861","36.0"
"SS16/1","T648 C1:TEMP","1485366309961","34.0"
"SS16/1","T648 C1:TEMP","1485370462561","32.0"
"SS16/1","T648 C1:TEMP","1485380783751","34.0"
"SS16/1","T648 C1:TEMP","1485382274151","32.0"
"SS16/1","T648 C1:TEMP","1485389456161","30.0"
"SS16/1","T648 C1:TEMP","1485390306661","32.0"
"SS16/1","T648 C1:TEMP","1485404343961","30.0"
"SS16/1","T648 C1:TEMP","1485412533951","28.0"
"SS16/1","T648 C1:TEMP","1485412578961","30.0"
"SS16/1","T648 C1:TEMP","1485412674361","28.0"
"SS16/1","T648 C1:TEMP","1485425839551","30.0"
"SS16/1","T648 C1:TEMP","1485425929551","28.0"
"SS16/1","T648 C1:TEMP","1485426003361","30.0"
"SS16/1","T648 C1:TEMP","1485426090661","28.0"
"SS16/1","T648 C1:TEMP","1485426108661","30.0"
"SS16/1","T648 C1:TEMP","1485426111361","28.0"
"SS16/1","T648 C1:TEMP","1485426204051","30.0"
"SS16/1","T648 C1:TEMP","1485426207661","28.0"
"SS16/1","T648 C1:TEMP","1485426255361","30.0"
"SS16/1","T648 C1:TEMP","1485426315651","28.0"
"SS16/1","T648 C1:TEMP","1485427536061","30.0"
"SS16/1","T648 C1:TEMP","1485427552261","28.0"
"SS16/1","T648 C1:TEMP","1485427668361","30.0"
"SS16/1","T648 C1:TEMP","1485427710661","28.0"
"SS16/1","T648 C1:TEMP","1485427784461","30.0"
"SS16/1","T648 C1:TEMP","1485440709351","32.0"
"SS16/1","T648 C1:TEMP","1485447069651","30.0"
"SS16/1","T648 C1:TEMP","1485465056161","28.0"
"SS16/1","T648 C1:TEMP","1485465269461","30.0"
"SS16/1","T648 C1:TEMP","1485465280261","28.0"
"SS16/1","T648 C1:TEMP","1485466821951","30.0"
"SS16/1","T648 C1:TEMP","1485466826451","28.0"
"SS16/1","T648 C1:TEMP","1485474487261","26.0"
"SS16/1","T648 C1:TEMP","1485479612751","28.0"
"SS16/1","T648 C1:TEMP","1485482576461","26.0"
"SS16/1","T648 C1:TEMP","1485484225251","28.0"
"SS16/1","T648 C1:TEMP","1485506591161","30.0"
"SS16/1","T648 C1:TEMP","1485506592061","28.0"
"SS16/1","T648 C1:TEMP","1485506923251","30.0"
"SS16/1","T648 C1:TEMP","1485506936751","28.0"
"SS16/1","T648 C1:TEMP","1485506972761","30.0"
"SS16/1","T648 C1:TEMP","1485506993461","28.0"
"SS16/1","T648 C1:TEMP","1485507153661","30.0"
"SS16/1","T648 C1:TEMP","1485507326451","28.0"
"SS16/1","T648 C1:TEMP","1485507441661","30.0"
"SS16/1","T648 C1:TEMP","1485507465961","28.0"
"SS16/1","T648 C1:TEMP","1485507620761","30.0"
"SS16/1","T648 C1:TEMP","1485507661261","28.0"
"SS16/1","T648 C1:TEMP","1485509162451","30.0"
"SS16/1","T648 C1:TEMP","1485509163361","28.0"
"SS16/1","T648 C1:TEMP","1485512318751","30.0"
"SS16/1","T648 C1:TEMP","1485514404951","32.0"
"SS16/1","T648 C1:TEMP","1485515943961","34.0"
"SS16/1","T648 C1:TEMP","1485517140961","32.0"
"SS16/1","T648 C1:TEMP","1485520507861","34.0"
"SS16/1","T648 C1:TEMP","1485521475361","32.0"
"SS16/1","T648 C1:TEMP","1485524021461","34.0"
"SS16/1","T648 C1:TEMP","1485527661051","36.0"
"SS16/1","T648 C1:TEMP","1485529298161","34.0"
"SS16/1","T648 C1:TEMP","1485529315251","36.0"
"SS16/1","T648 C1:TEMP","1485529326961","34.0"
"SS16/1","T648 C1:TEMP","1485529396251","36.0"
"SS16/1","T648 C1:TEMP","1485529424161","34.0"
"SS16/1","T648 C1:TEMP","1485529998371","36.0"
"SS16/1","T648 C1:TEMP","1485530003761","34.0"
"SS16/1","T648 C1:TEMP","1485530020861","36.0"
"SS16/1","T648 C1:TEMP","1485530065861","34.0"
"SS16/1","T648 C1:TEMP","1485530105451","36.0"
"SS16/1","T648 C1:TEMP","1485530272861","34.0"
"SS16/1","T648 C1:TEMP","1485530304361","36.0"
"SS16/1","T648 C1:TEMP","1485530390751","34.0"
"SS16/1","T648 C1:TEMP","1485530406951","36.0"
"SS16/1","T648 C1:TEMP","1485530472661","34.0"
"SS16/1","T648 C1:TEMP","1485530478951","36.0"
"SS16/1","T648 C1:TEMP","1485530654451","34.0"
"SS16/1","T648 C1:TEMP","1485530660761","36.0"
"SS16/1","T648 C1:TEMP","1485533300451","34.0"
"SS16/1","T648 C1:TEMP","1485533302261","36.0"
"SS16/1","T648 C1:TEMP","1485534178861","34.0"
"SS16/1","T648 C1:TEMP","1485543801661","32.0"
"SS16/1","T648 C1:TEMP","1485551818851","34.0"
"SS16/1","T648 C1:TEMP","1485570682851","36.0"
"SS16/1","T648 C1:TEMP","1485570809761","34.0"
"SS16/1","T648 C1:TEMP","1485570973551","36.0"
"SS16/1","T648 C1:TEMP","1485571136461","34.0"
"SS16/1","T648 C1:TEMP","1485571171551","36.0"
"SS16/1","T648 C1:TEMP","1485571215651","34.0"
"SS16/1","T648 C1:TEMP","1485571446961","36.0"
"SS16/1","T648 C1:TEMP","1485573488161","34.0"
"SS16/1","T648 C1:TEMP","1485573489071","36.0"
"SS16/1","T648 C1:TEMP","1485573791461","34.0"
"SS16/1","T648 C1:TEMP","1485578421051","36.0"
"SS16/1","T648 C1:TEMP","1485578598361","34.0"
"SS16/1","T648 C1:TEMP","1485578611861","36.0"
"SS16/1","T648 C1:TEMP","1485578779261","34.0"
"SS16/1","T648 C1:TEMP","1485578782861","36.0"
"SS16/1","T648 C1:TEMP","1485587025961","38.0"
"SS16/1","T648 C1:TEMP","1485589097761","36.0"
"SS16/1","T648 C1:TEMP","1485589105851","38.0"
"SS16/1","T648 C1:TEMP","1485589113971","36.0"
"SS16/1","T648 C1:TEMP","1485589131061","38.0"
"SS16/1","T648 C1:TEMP","1485589328161","36.0"
"SS16/1","T648 C1:TEMP","1485589866361","38.0"
"SS16/1","T648 C1:TEMP","1485589878051","36.0"
"SS16/1","T648 C1:TEMP","1485592981261","38.0"
"SS16/1","T648 C1:TEMP","1485592998351","36.0"
"SS16/1","T648 C1:TEMP","1485593011861","38.0"
"SS16/1","T648 C1:TEMP","1485593269261","36.0"
"SS16/1","T648 C1:TEMP","1485593273751","38.0"
"SS16/1","T648 C1:TEMP","1485600562861","36.0"
"SS16/1","T648 C1:TEMP","1485600564661","38.0"
"SS16/1","T648 C1:TEMP","1485600759061","36.0"
"SS16/1","T648 C1:TEMP","1485614738771","34.0"
"SS16/1","T648 C1:TEMP","1485614780161","36.0"
"SS16/1","T648 C1:TEMP","1485615692761","34.0"
"SS16/1","T648 C1:TEMP","1485615697261","36.0"
"SS16/1","T648 C1:TEMP","1485615727861","34.0"
"SS16/1","T648 C1:TEMP","1485615752161","36.0"
"SS16/1","T648 C1:TEMP","1485619650961","34.0"
"SS16/1","T648 C1:TEMP","1485620235051","32.0"
"SS16/1","T648 C1:TEMP","1485621118851","30.0"
"SS16/1","T648 C1:TEMP","1485623191561","32.0"
"SS16/1","T648 C1:TEMP","1485624276961","34.0"
"SS16/1","T648 C1:TEMP","1485635185851","32.0"
"SS16/1","T648 C1:TEMP","1485664636561","30.0"
"SS16/1","T648 C1:TEMP","1485680855461","32.0"
"SS16/1","T648 C1:TEMP","1485688848361","34.0"
"SS16/1","T648 C1:TEMP","1485688850161","32.0"
"SS16/1","T648 C1:TEMP","1485688914071","34.0"
"SS16/1","T648 C1:TEMP","1485690812151","36.0"
"SS16/1","T648 C1:TEMP","1485697596351","38.0"
"SS16/1","T648 C1:TEMP","1485701309751","40.0"
"SS16/1","T648 C1:TEMP","1485701318761","38.0"
"SS16/1","T648 C1:TEMP","1485701345761","40.0"
"SS16/1","T648 C1:TEMP","1485701386261","38.0"
"SS16/1","T648 C1:TEMP","1485701551851","40.0"
"SS16/1","T648 C1:TEMP","1485701657161","38.0"
"SS16/1","T648 C1:TEMP","1485701659861","40.0"
"SS16/1","T648 C1:TEMP","1485704916951","38.0"
"SS16/1","T648 C1:TEMP","1485704918761","40.0"
"SS16/1","T648 C1:TEMP","1485705204951","38.0"
"SS16/1","T648 C1:TEMP","1485707108461","40.0"
"SS16/1","T648 C1:TEMP","1485710237761","38.0"
"SS16/1","T648 C1:TEMP","1485710273751","40.0"
"SS16/1","T648 C1:TEMP","1485710442051","38.0"
"SS16/1","T648 C1:TEMP","1485716290261","36.0"
"SS16/1","T648 C1:TEMP","1485716338851","38.0"
"SS16/1","T648 C1:TEMP","1485716361351","36.0"
"SS16/1","T648 C1:TEMP","1485719967661","34.0"
"SS16/1","T648 C1:TEMP","1485719987461","36.0"
"SS16/1","T648 C1:TEMP","1485720068461","34.0"
"SS16/1","T648 C1:TEMP","1485720081961","36.0"
"SS16/1","T648 C1:TEMP","1485720213361","34.0"
"SS16/1","T648 C1:TEMP","1485720229561","36.0"
"SS16/1","T648 C1:TEMP","1485720405061","34.0"
"SS16/1","T648 C1:TEMP","1485720451861","36.0"
"SS16/1","T648 C1:TEMP","1485720505861","34.0"
"SS16/1","T648 C1:TEMP","1485723687351","36.0"
"SS16/1","T648 C1:TEMP","1485723705351","34.0"
"SS16/1","T648 C1:TEMP","1485723731451","36.0"
"SS16/1","T648 C1:TEMP","1485723745871","34.0"
"SS16/1","T648 C1:TEMP","1485723771061","36.0"
"SS16/1","T648 C1:TEMP","1485723780961","34.0"
"SS16/1","T648 C1:TEMP","1485723816051","36.0"
"SS16/1","T648 C1:TEMP","1485723831361","34.0"
"SS16/1","T648 C1:TEMP","1485723868271","36.0"
"SS16/1","T648 C1:TEMP","1485723879961","34.0"
"SS16/1","T648 C1:TEMP","1485723935761","36.0"
"SS16/1","T648 C1:TEMP","1485723967251","34.0"
"SS16/1","T648 C1:TEMP","1485723977161","36.0"
"SS16/1","T648 C1:TEMP","1485723992461","34.0"
"SS16/1","T648 C1:TEMP","1485723994261","36.0"
"SS16/1","T648 C1:TEMP","1485724054561","34.0"
"SS16/1","T648 C1:TEMP","1485724068961","36.0"
"SS16/1","T648 C1:TEMP","1485724190461","34.0"
"SS16/1","T648 C1:TEMP","1485724236351","36.0"
"SS16/1","T648 C1:TEMP","1485724292161","34.0"
"SS16/1","T648 C1:TEMP","1485724304761","36.0"
"SS16/1","T648 C1:TEMP","1485724619761","34.0"
"SS16/1","T648 C1:TEMP","1485724645861","36.0"
"SS16/1","T648 C1:TEMP","1485724671061","34.0"
"SS16/1","T648 C1:TEMP","1485724671951","36.0"
"SS16/1","T648 C1:TEMP","1485724820461","34.0"
"SS16/1","T648 C1:TEMP","1485724844761","36.0"
"SS16/1","T648 C1:TEMP","1485724945551","34.0"
"SS16/1","T648 C1:TEMP","1485724948271","36.0"
"SS16/1","T648 C1:TEMP","1485725013061","34.0"
"SS16/1","T648 C1:TEMP","1485725048161","36.0"
"SS16/1","T648 C1:TEMP","1485725109351","34.0"
"SS16/1","T648 C1:TEMP","1485725111161","36.0"
"SS16/1","T648 C1:TEMP","1485725125561","34.0"
"SS16/1","T648 C1:TEMP","1485725127351","36.0"
"SS16/1","T648 C1:TEMP","1485725135461","34.0"
"SS16/1","T648 C1:TEMP","1485725138161","36.0"
"SS16/1","T648 C1:TEMP","1485725285761","34.0"
"SS16/1","T648 C1:TEMP","1485725338861","36.0"
"SS16/1","T648 C1:TEMP","1485725438761","34.0"
"SS16/1","T648 C1:TEMP","1485725454051","36.0"
"SS16/1","T648 C1:TEMP","1485725472961","34.0"
"SS16/1","T648 C1:TEMP","1485725489161","36.0"
"SS16/1","T648 C1:TEMP","1485725904051","34.0"
"SS16/1","T648 C1:TEMP","1485725909461","36.0"
"SS16/1","T648 C1:TEMP","1485726047151","34.0"
"SS16/1","T648 C1:TEMP","1485726058861","36.0"
"SS16/1","T648 C1:TEMP","1485727375551","34.0"
"SS16/1","T648 C1:TEMP","1485727379161","36.0"
"SS16/1","T648 C1:TEMP","1485731826961","34.0"
"SS16/1","T648 C1:TEMP","1485731832351","36.0"
"SS16/1","T648 C1:TEMP","1485732021361","34.0"
"SS16/1","T648 C1:TEMP","1485732024061","36.0"
"SS16/1","T648 C1:TEMP","1485732100571","34.0"
"SS16/1","T648 C1:TEMP","1485732112261","36.0"
"SS16/1","T648 C1:TEMP","1485732305751","34.0"
"SS16/1","T648 C1:TEMP","1485732308461","36.0"
"SS16/1","T648 C1:TEMP","1485732435361","34.0"
"SS16/1","T648 C1:TEMP","1485732437161","36.0"
"SS16/1","T648 C1:TEMP","1485732464161","34.0"
"SS16/1","T648 C1:TEMP","1485732488471","36.0"
"SS16/1","T648 C1:TEMP","1485732542461","34.0"
"SS16/1","T648 C1:TEMP","1485732566751","36.0"
"SS16/1","T648 C1:TEMP","1485732573061","34.0"
"SS16/1","T648 C1:TEMP","1485732580251","36.0"
"SS16/1","T648 C1:TEMP","1485732609961","34.0"
"SS16/1","T648 C1:TEMP","1485732635161","36.0"
"SS16/1","T648 C1:TEMP","1485732643251","34.0"
"SS16/1","T648 C1:TEMP","1485733790761","36.0"
"SS16/1","T648 C1:TEMP","1485733808761","34.0"
"SS16/1","T648 C1:TEMP","1485733900551","36.0"
"SS16/1","T648 C1:TEMP","1485733944651","34.0"
"SS16/1","T648 C1:TEMP","1485733950971","36.0"
"SS16/1","T648 C1:TEMP","1485734218261","34.0"
"SS16/1","T648 C1:TEMP","1485734224551","36.0"
"SS16/1","T648 C1:TEMP","1485739530061","38.0"
"SS16/1","T648 C1:TEMP","1485741240051","36.0"
"SS16/1","T648 C1:TEMP","1485761870761","34.0"
"SS16/1","T648 C1:TEMP","1485761876161","36.0"
"SS16/1","T648 C1:TEMP","1485762096661","34.0"
"SS16/1","T648 C1:TEMP","1485762120051","36.0"
"SS16/1","T648 C1:TEMP","1485782301651","34.0"
"SS16/1","T648 C1:TEMP","1485782427661","36.0"
"SS16/1","T648 C1:TEMP","1485782439361","34.0"
"SS16/1","T648 C1:TEMP","1485782487061","36.0"
"SS16/1","T648 C1:TEMP","1485782525761","34.0"
"SS16/1","T648 C1:TEMP","1485782548261","36.0"
"SS16/1","T648 C1:TEMP","1485782577061","34.0"
"SS16/1","T648 C1:TEMP","1485782600461","36.0"
"SS16/1","T648 C1:TEMP","1485782692251","34.0"
"SS16/1","T648 C1:TEMP","1485782799351","36.0"
"SS16/1","T648 C1:TEMP","1485782828151","34.0"
"SS16/1","T648 C1:TEMP","1485782857851","36.0"
"SS16/1","T648 C1:TEMP","1485782971251","34.0"
"SS16/1","T648 C1:TEMP","1485782982051","36.0"
"SS16/1","T648 C1:TEMP","1485783010851","34.0"
"SS16/1","T648 C1:TEMP","1485783026151","36.0"
"SS16/1","T648 C1:TEMP","1485783044161","34.0"
"SS16/1","T648 C1:TEMP","1485783087361","36.0"
"SS16/1","T648 C1:TEMP","1485783219661","34.0"
"SS16/1","T648 C1:TEMP","1485783240361","36.0"
"SS16/1","T648 C1:TEMP","1485783242151","34.0"
"SS16/1","T648 C1:TEMP","1485783256561","36.0"
"SS16/1","T648 C1:TEMP","1485783354671","34.0"
"SS16/1","T648 C1:TEMP","1485783862261","36.0"
"SS16/1","T648 C1:TEMP","1485784175461","34.0"
"SS16/1","T648 C1:TEMP","1485784179071","36.0"
"SS16/1","T648 C1:TEMP","1485784987261","34.0"
"SS16/1","T648 C1:TEMP","1485785004351","36.0"
"SS16/1","T648 C1:TEMP","1485785166361","34.0"
"SS16/1","T648 C1:TEMP","1485785175361","36.0"
"SS16/1","T648 C1:TEMP","1485785210461","34.0"
"SS16/1","T648 C1:TEMP","1485785239261","36.0"
"SS16/1","T648 C1:TEMP","1485785309451","34.0"
"SS16/1","T648 C1:TEMP","1485786550561","36.0"
"SS16/1","T648 C1:TEMP","1485786558661","34.0"
"SS16/1","T648 C1:TEMP","1485786697261","36.0"
"SS16/1","T648 C1:TEMP","1485786712561","34.0"
"SS16/1","T648 C1:TEMP","1485786830461","36.0"
"SS16/1","T648 C1:TEMP","1485786843961","34.0"
"SS16/1","T648 C1:TEMP","1485786894361","36.0"
"SS16/1","T648 C1:TEMP","1485786897961","34.0"
"SS16/1","T648 C1:TEMP","1485786906961","36.0"
"SS16/1","T648 C1:TEMP","1485787036551","34.0"
"SS16/1","T648 C1:TEMP","1485787039251","36.0"
"SS16/1","T648 C1:TEMP","1485787274161","34.0"
"SS16/1","T648 C1:TEMP","1485787284061","36.0"
"SS16/1","T648 C1:TEMP","1485792083751","34.0"
"SS16/1","T648 C1:TEMP","1485804288651","32.0"
"SS16/1","T648 C1:TEMP","1485816141661","30.0"
"SS16/1","T648 C1:TEMP","1485816428761","32.0"
"SS16/1","T648 C1:TEMP","1485852721261","34.0"
"SS16/1","T648 C1:TEMP","1485852950761","32.0"
"SS16/1","T648 C1:TEMP","1485852964261","34.0"
"SS16/1","T648 C1:TEMP","1485853505151","32.0"
"SS16/1","T648 C1:TEMP","1485857909761","34.0"
"SS16/1","T648 C1:TEMP","1485861741961","36.0"
"SS16/1","T648 C1:TEMP","1485861804061","34.0"
"SS16/1","T648 C1:TEMP","1485862108261","36.0"
"SS16/1","T648 C1:TEMP","1485866098851","38.0"
"SS16/1","T648 C1:TEMP","1485866139351","36.0"
"SS16/1","T648 C1:TEMP","1485866391351","38.0"
"SS16/1","T648 C1:TEMP","1485866415651","36.0"
"SS16/1","T648 C1:TEMP","1485866440861","38.0"
"SS16/1","T648 C1:TEMP","1485874000861","40.0"
"SS16/1","T648 C1:TEMP","1485874013461","38.0"
"SS16/1","T648 C1:TEMP","1485874256461","40.0"
"SS16/1","T648 C1:TEMP","1485874278961","38.0"
"SS16/1","T648 C1:TEMP","1485874293351","40.0"
"SS16/1","T648 C1:TEMP","1485874386961","38.0"
"SS16/1","T648 C1:TEMP","1485874409451","40.0"
"SS16/1","T648 C1:TEMP","1485874440061","38.0"
"SS16/1","T648 C1:TEMP","1485874455361","40.0"
"SS16/1","T648 C1:TEMP","1485874808161","38.0"
"SS16/1","T648 C1:TEMP","1485874851361","40.0"
"SS16/1","T648 C1:TEMP","1485874977361","38.0"
"SS16/1","T648 C1:TEMP","1485875001661","40.0"
"SS16/1","T648 C1:TEMP","1485880517761","38.0"
"SS16/1","T648 C1:TEMP","1485880529451","40.0"
"SS16/1","T648 C1:TEMP","1485889335951","42.0"
"SS16/1","T648 C1:TEMP","1485889779661","40.0"
"SS16/1","T648 C1:TEMP","1485895345261","42.0"
"SS16/1","T648 C1:TEMP","1485895494651","40.0"
"SS16/1","T648 C1:TEMP","1485895802461","42.0"
"SS16/1","T648 C1:TEMP","1485895947361","40.0"
"SS16/1","T648 C1:TEMP","1485896074261","42.0"
"SS16/1","T648 C1:TEMP","1485896094061","40.0"
"SS16/1","T648 C1:TEMP","1485896575561","42.0"
"SS16/1","T648 C1:TEMP","1485896587261","40.0"
"SS16/1","T648 C1:TEMP","1485901836961","42.0"
"SS16/1","T648 C1:TEMP","1485907886761","40.0"
"SS16/1","T648 C1:TEMP","1485915672661","42.0"
"SS16/1","T648 C1:TEMP","1485915807651","40.0"
"SS16/1","T648 C1:TEMP","1485916018251","42.0"
"SS16/1","T648 C1:TEMP","1485921277861","40.0"
"SS16/1","T648 C1:TEMP","1485921329161","42.0"
"SS16/1","T648 C1:TEMP","1485930170761","40.0"
"SS16/1","T648 C1:TEMP","1485930495661","42.0"
"SS16/1","T648 C1:TEMP","1485930510061","40.0"
"SS16/1","T648 C1:TEMP","1485974532661","38.0"
"SS16/1","T648 C1:TEMP","1485974537161","40.0"
"SS16/1","T648 C1:TEMP","1485975862851","38.0"
"SS16/1","T648 C1:TEMP","1485975897961","40.0"
"SS16/1","T648 C1:TEMP","1485975927661","38.0"
"SS16/1","T648 C1:TEMP","1485976228261","40.0"
"SS16/1","T648 C1:TEMP","1485976571161","38.0"
"SS16/1","T648 C1:TEMP","1485976589151","40.0"
"SS16/1","T648 C1:TEMP","1485977373051","38.0"
"SS16/1","T648 C1:TEMP","1485977379361","40.0"
"SS16/1","T648 C1:TEMP","1485977478361","38.0"
"SS16/1","T648 C1:TEMP","1485977490961","40.0"
"SS16/1","T648 C1:TEMP","1485977906761","38.0"
"SS16/1","T648 C1:TEMP","1485978012071","40.0"
"SS16/1","T648 C1:TEMP","1485979614051","38.0"
"SS16/1","T648 C1:TEMP","1485979652771","40.0"
"SS16/1","T648 C1:TEMP","1485979668961","38.0"
"SS16/1","T648 C1:TEMP","1485991158361","40.0"
"SS16/1","T648 C1:TEMP","1485991191661","38.0"
"SS16/1","T648 C1:TEMP","1485991197961","40.0"
"SS16/1","T648 C1:TEMP","1485991207861","38.0"
"SS16/1","T648 C1:TEMP","1485991257351","40.0"
"SS16/1","T648 C1:TEMP","1485991400461","38.0"
"SS16/1","T648 C1:TEMP","1485991455361","40.0"
"SS16/1","T648 C1:TEMP","1485991494061","38.0"
"SS16/1","T648 C1:TEMP","1485991600261","40.0"
"SS16/1","T648 C1:TEMP","1486002096951","42.0"
"SS16/1","T648 C1:TEMP","1486006153261","40.0"
"SS16/1","T648 C1:TEMP","1486006252261","42.0"
"SS16/1","T648 C1:TEMP","1486006321551","40.0"
"SS16/1","T648 C1:TEMP","1486012113971","38.0"
"SS16/1","T648 C1:TEMP","1486015227961","40.0"
"SS16/1","T648 C1:TEMP","1486015312561","38.0"
"SS16/1","T648 C1:TEMP","1486015347661","40.0"
"SS16/1","T648 C1:TEMP","1486015386361","38.0"
"SS16/1","T648 C1:TEMP","1486015582561","40.0"
"SS16/1","T648 C1:TEMP","1486015836361","38.0"
"SS16/1","T648 C1:TEMP","1486015943451","40.0"
"SS16/1","T648 C1:TEMP","1486015960551","38.0"
"SS16/1","T648 C1:TEMP","1486016362861","40.0"
"SS16/1","T648 C1:TEMP","1486017949561","38.0"
"SS16/1","T648 C1:TEMP","1486017959461","40.0"
"SS16/1","T648 C1:TEMP","1486022828461","38.0"
"SS16/1","T648 C1:TEMP","1486022859961","40.0"
"SS16/1","T648 C1:TEMP","1486023047161","38.0"
"SS16/1","T648 C1:TEMP","1486025514951","40.0"
"SS16/1","T648 C1:TEMP","1486025530261","38.0"
"SS16/1","T648 C1:TEMP","1486025774161","40.0"
"SS16/1","T648 C1:TEMP","1486025852451","38.0"
"SS16/1","T648 C1:TEMP","1486026084661","40.0"
"SS16/1","T648 C1:TEMP","1486026123361","38.0"
"SS16/1","T648 C1:TEMP","1486026211561","40.0"
"SS16/1","T648 C1:TEMP","1486026342061","38.0"
"SS16/1","T648 C1:TEMP","1486026467161","40.0"
"SS16/1","T648 C1:TEMP","1486026481571","38.0"
"SS16/1","T648 C1:TEMP","1486026623761","40.0"
"SS16/1","T648 C1:TEMP","1486026761461","38.0"
"SS16/1","T648 C1:TEMP","1486029272451","40.0"
"SS16/1","T648 C1:TEMP","1486029294051","38.0"
"SS16/1","T648 C1:TEMP","1486029422761","40.0"
"SS16/1","T648 C1:TEMP","1486029598251","38.0"
"SS16/1","T648 C1:TEMP","1486029767451","40.0"
"SS16/1","T648 C1:TEMP","1486029839451","38.0"
"SS16/1","T648 C1:TEMP","1486034226951","40.0"
"SS16/1","T648 C1:TEMP","1486034228761","38.0"
"SS16/1","T648 C1:TEMP","1486034523961","40.0"
"SS16/1","T648 C1:TEMP","1486034537461","38.0"
"SS16/1","T648 C1:TEMP","1486035567961","40.0"
"SS16/1","T648 C1:TEMP","1486035576961","38.0"
"SS16/1","T648 C1:TEMP","1486044295261","40.0"
"SS16/1","T648 C1:TEMP","1486044351051","38.0"
"SS16/1","T648 C1:TEMP","1486044361851","40.0"
"SS16/1","T648 C1:TEMP","1486044387061","38.0"
"SS16/1","T648 C1:TEMP","1486044388861","40.0"
"SS16/1","T648 C1:TEMP","1486049877061","38.0"
"SS16/1","T648 C1:TEMP","1486050233461","40.0"
"SS16/1","T648 C1:TEMP","1486050352261","38.0"
"SS16/1","T648 C1:TEMP","1486050390061","40.0"
"SS16/1","T648 C1:TEMP","1486054556151","38.0"
"SS16/1","T648 C1:TEMP","1486054579561","40.0"
"SS16/1","T648 C1:TEMP","1486054929661","38.0"
"SS16/1","T648 C1:TEMP","1486060118161","36.0"
"SS16/1","T648 C1:TEMP","1486060201851","38.0"
"SS16/1","T648 C1:TEMP","1486060208161","36.0"
"SS16/1","T648 C1:TEMP","1486060634761","38.0"
"SS16/1","T648 C1:TEMP","1486060807561","36.0"
"SS16/1","T648 C1:TEMP","1486061231451","38.0"
"SS16/1","T648 C1:TEMP","1486077064251","36.0"
"SS16/1","T648 C1:TEMP","1486077111951","38.0"
"SS16/1","T648 C1:TEMP","1486077745561","36.0"
"SS16/1","T648 C1:TEMP","1486077899451","38.0"
"SS16/1","T648 C1:TEMP","1486078059651","36.0"
"SS16/1","T648 C1:TEMP","1486078926361","38.0"
"SS16/1","T648 C1:TEMP","1486080202561","36.0"
"SS16/1","T648 C1:TEMP","1486081341951","38.0"
"SS16/1","T648 C1:TEMP","1486081377961","36.0"
"SS16/1","T648 C1:TEMP","1486081388761","38.0"
"SS16/1","T648 C1:TEMP","1486081478761","36.0"
"SS16/1","T648 C1:TEMP","1486082114171","38.0"
"SS16/1","T648 C1:TEMP","1486082194261","36.0"
"SS16/1","T648 C1:TEMP","1486083532561","38.0"
