"Site","Channel","Date (UTC)","Value"
"SS16/1","T648 C1:TEMP","1495280759432","43.0"
"SS16/1","T648 C1:TEMP","1495295431232","45.0"
"SS16/1","T648 C1:TEMP","1495295539222","43.0"
"SS16/1","T648 C1:TEMP","1495300989622","45.0"
"SS16/1","T648 C1:TEMP","1495301045432","43.0"
"SS16/1","T648 C1:TEMP","1495301094932","45.0"
"SS16/1","T648 C1:TEMP","1495301470222","43.0"
"SS16/1","T648 C1:TEMP","1495302111022","41.0"
"SS16/1","T648 C1:TEMP","1495303371942","43.0"
"SS16/1","T648 C1:TEMP","1495303389922","41.0"
"SS16/1","T648 C1:TEMP","1495303484432","43.0"
"SS16/1","T648 C1:TEMP","1495303497032","41.0"
"SS16/1","T648 C1:TEMP","1495303566342","43.0"
"SS16/1","T648 C1:TEMP","1495303730122","41.0"
"SS16/1","T648 C1:TEMP","1495303794932","43.0"
"SS16/1","T648 C1:TEMP","1495314375322","41.0"
"SS16/1","T648 C1:TEMP","1495318221032","39.0"
"SS16/1","T648 C1:TEMP","1495321884932","37.0"
"SS16/1","T648 C1:TEMP","1495329273032","39.0"
"SS16/1","T648 C1:TEMP","1495348821022","41.0"
"SS16/1","T648 C1:TEMP","1495354823122","43.0"
"SS16/1","T648 C1:TEMP","1495359567032","45.0"
"SS16/1","T648 C1:TEMP","1495359631832","43.0"
"SS16/1","T648 C1:TEMP","1495359922532","45.0"
"SS16/1","T648 C1:TEMP","1495363107632","47.0"
"SS16/1","T648 C1:TEMP","1495377768632","49.0"
"SS16/1","T648 C1:TEMP","1495392873332","47.0"
"SS16/1","T648 C1:TEMP","1495400013032","45.0"
"SS16/1","T648 C1:TEMP","1495402389932","43.0"
"SS16/1","T648 C1:TEMP","1495402494332","45.0"
"SS16/1","T648 C1:TEMP","1495402653632","43.0"
"SS16/1","T648 C1:TEMP","1495406438132","41.0"
"SS16/1","T648 C1:TEMP","1495409378432","43.0"
"SS16/1","T648 C1:TEMP","1495409418932","41.0"
"SS16/1","T648 C1:TEMP","1495409607032","43.0"
"SS16/1","T648 C1:TEMP","1495409650222","41.0"
"SS16/1","T648 C1:TEMP","1495409662832","43.0"
"SS16/1","T648 C1:TEMP","1495409679032","41.0"
"SS16/1","T648 C1:TEMP","1495409688922","43.0"
"SS16/1","T648 C1:TEMP","1495409972422","41.0"
"SS16/1","T648 C1:TEMP","1495409981432","43.0"
"SS16/1","T648 C1:TEMP","1495416996032","41.0"
"SS16/1","T648 C1:TEMP","1495416998732","43.0"
"SS16/1","T648 C1:TEMP","1495417206632","41.0"
"SS16/1","T648 C1:TEMP","1495417305622","43.0"
"SS16/1","T648 C1:TEMP","1495417363232","41.0"
"SS16/1","T648 C1:TEMP","1495417365932","43.0"
"SS16/1","T648 C1:TEMP","1495417392022","41.0"
"SS16/1","T648 C1:TEMP","1495417426222","43.0"
"SS16/1","T648 C1:TEMP","1495417568422","41.0"
"SS16/1","T648 C1:TEMP","1495417572032","43.0"
"SS16/1","T648 C1:TEMP","1495417604432","41.0"
"SS16/1","T648 C1:TEMP","1495417635932","43.0"
"SS16/1","T648 C1:TEMP","1495417698022","41.0"
"SS16/1","T648 C1:TEMP","1495417766432","43.0"
"SS16/1","T648 C1:TEMP","1495417922132","41.0"
"SS16/1","T648 C1:TEMP","1495433457922","43.0"
"SS16/1","T648 C1:TEMP","1495433582132","41.0"
"SS16/1","T648 C1:TEMP","1495433598322","43.0"
"SS16/1","T648 C1:TEMP","1495433849422","41.0"
"SS16/1","T648 C1:TEMP","1495433902522","43.0"
"SS16/1","T648 C1:TEMP","1495434457822","41.0"
"SS16/1","T648 C1:TEMP","1495434995132","43.0"
"SS16/1","T648 C1:TEMP","1495435001422","41.0"
"SS16/1","T648 C1:TEMP","1495435112132","43.0"
"SS16/1","T648 C1:TEMP","1495435126532","41.0"
"SS16/1","T648 C1:TEMP","1495435175132","43.0"
"SS16/1","T648 C1:TEMP","1495435200322","41.0"
"SS16/1","T648 C1:TEMP","1495435361422","43.0"
"SS16/1","T648 C1:TEMP","1495438218922","45.0"
"SS16/1","T648 C1:TEMP","1495439856032","47.0"
"SS16/1","T648 C1:TEMP","1495441170932","49.0"
"SS16/1","T648 C1:TEMP","1495450002632","51.0"
"SS16/1","T648 C1:TEMP","1495455837332","53.0"
"SS16/1","T648 C1:TEMP","1495473939932","51.0"
"SS16/1","T648 C1:TEMP","1495474957842","49.0"
"SS16/1","T648 C1:TEMP","1495477140332","47.0"
"SS16/1","T648 C1:TEMP","1495480626932","45.0"
"SS16/1","T648 C1:TEMP","1495482612332","47.0"
"SS16/1","T648 C1:TEMP","1495484958632","45.0"
"SS16/1","T648 C1:TEMP","1495493999122","43.0"
"SS16/1","T648 C1:TEMP","1495495258222","45.0"
"SS16/1","T648 C1:TEMP","1495495742432","43.0"
"SS16/1","T648 C1:TEMP","1495497420022","45.0"
"SS16/1","T648 C1:TEMP","1495497429922","43.0"
"SS16/1","T648 C1:TEMP","1495497704432","45.0"
"SS16/1","T648 C1:TEMP","1495499067932","43.0"
"SS16/1","T648 C1:TEMP","1495499121932","45.0"
"SS16/1","T648 C1:TEMP","1495499428822","43.0"
"SS16/1","T648 C1:TEMP","1495521285332","45.0"
"SS16/1","T648 C1:TEMP","1495521347432","43.0"
"SS16/1","T648 C1:TEMP","1495521694832","45.0"
"SS16/1","T648 C1:TEMP","1495521897322","43.0"
"SS16/1","T648 C1:TEMP","1495521900932","45.0"
"SS16/1","T648 C1:TEMP","1495522212322","43.0"
"SS16/1","T648 C1:TEMP","1495522293332","45.0"
"SS16/1","T648 C1:TEMP","1495522709122","43.0"
"SS16/1","T648 C1:TEMP","1495527191122","45.0"
"SS16/1","T648 C1:TEMP","1495530112522","47.0"
"SS16/1","T648 C1:TEMP","1495530757832","45.0"
"SS16/1","T648 C1:TEMP","1495530938732","47.0"
"SS16/1","T648 C1:TEMP","1495531006222","45.0"
"SS16/1","T648 C1:TEMP","1495532115042","43.0"
"SS16/1","T648 C1:TEMP","1495535273132","45.0"
"SS16/1","T648 C1:TEMP","1495535279432","43.0"
"SS16/1","T648 C1:TEMP","1495535521542","45.0"
"SS16/1","T648 C1:TEMP","1495535976032","43.0"
"SS16/1","T648 C1:TEMP","1495536283842","45.0"
"SS16/1","T648 C1:TEMP","1495539791132","47.0"
"SS16/1","T648 C1:TEMP","1495545893122","49.0"
"SS16/1","T648 C1:TEMP","1495547611222","47.0"
"SS16/1","T648 C1:TEMP","1495553453132","49.0"
"SS16/1","T648 C1:TEMP","1495553832932","47.0"
"SS16/1","T648 C1:TEMP","1495557808222","49.0"
"SS16/1","T648 C1:TEMP","1495564760732","47.0"
"SS16/1","T648 C1:TEMP","1495565952332","49.0"
"SS16/1","T648 C1:TEMP","1495572487232","47.0"
"SS16/1","T648 C1:TEMP","1495575625532","45.0"
"SS16/1","T648 C1:TEMP","1495582702222","43.0"
"SS16/1","T648 C1:TEMP","1495582787722","45.0"
"SS16/1","T648 C1:TEMP","1495582824632","43.0"
"SS16/1","T648 C1:TEMP","1495583280932","45.0"
"SS16/1","T648 C1:TEMP","1495584779432","43.0"
"SS16/1","T648 C1:TEMP","1495584857732","45.0"
"SS16/1","T648 C1:TEMP","1495585137632","43.0"
"SS16/1","T648 C1:TEMP","1495585166422","45.0"
"SS16/1","T648 C1:TEMP","1495585576822","43.0"
"SS16/1","T648 C1:TEMP","1495592240432","45.0"
"SS16/1","T648 C1:TEMP","1495603122322","43.0"
"SS16/1","T648 C1:TEMP","1495603413032","45.0"
"SS16/1","T648 C1:TEMP","1495603593922","43.0"
"SS16/1","T648 C1:TEMP","1495603602922","45.0"
"SS16/1","T648 C1:TEMP","1495610312432","47.0"
"SS16/1","T648 C1:TEMP","1495621260032","49.0"
"SS16/1","T648 C1:TEMP","1495624493722","47.0"
"SS16/1","T648 C1:TEMP","1495626659132","49.0"
"SS16/1","T648 C1:TEMP","1495629463532","51.0"
"SS16/1","T648 C1:TEMP","1495630138532","49.0"
"SS16/1","T648 C1:TEMP","1495632752122","51.0"
"SS16/1","T648 C1:TEMP","1495637232332","53.0"
"SS16/1","T648 C1:TEMP","1495638851432","51.0"
"SS16/1","T648 C1:TEMP","1495640048432","53.0"
"SS16/1","T648 C1:TEMP","1495640403022","51.0"
"SS16/1","T648 C1:TEMP","1495640451622","53.0"
"SS16/1","T648 C1:TEMP","1495651107632","51.0"
"SS16/1","T648 C1:TEMP","1495655350232","49.0"
"SS16/1","T648 C1:TEMP","1495660617032","47.0"
"SS16/1","T648 C1:TEMP","1495665690322","45.0"
"SS16/1","T648 C1:TEMP","1495665804622","47.0"
"SS16/1","T648 C1:TEMP","1495665976532","45.0"
"SS16/1","T648 C1:TEMP","1495673111732","43.0"
"SS16/1","T648 C1:TEMP","1495673168432","45.0"
"SS16/1","T648 C1:TEMP","1495673277332","43.0"
"SS16/1","T648 C1:TEMP","1495673298922","45.0"
"SS16/1","T648 C1:TEMP","1495673388022","43.0"
"SS16/1","T648 C1:TEMP","1495687890622","41.0"
"SS16/1","T648 C1:TEMP","1495687907722","43.0"
"SS16/1","T648 C1:TEMP","1495688315432","41.0"
"SS16/1","T648 C1:TEMP","1495688363132","43.0"
"SS16/1","T648 C1:TEMP","1495689475532","41.0"
"SS16/1","T648 C1:TEMP","1495689522332","43.0"
"SS16/1","T648 C1:TEMP","1495689760832","41.0"
"SS16/1","T648 C1:TEMP","1495689871532","43.0"
"SS16/1","T648 C1:TEMP","1495695838522","45.0"
"SS16/1","T648 C1:TEMP","1495697517022","47.0"
"SS16/1","T648 C1:TEMP","1495698871522","49.0"
"SS16/1","T648 C1:TEMP","1495699617632","51.0"
"SS16/1","T648 C1:TEMP","1495700532932","53.0"
"SS16/1","T648 C1:TEMP","1495701232222","55.0"
"SS16/1","T648 C1:TEMP","1495702019732","57.0"
"SS16/1","T648 C1:TEMP","1495703694632","59.0"
"SS16/1","T648 C1:TEMP","1495707149732","61.0"
"SS16/1","T648 C1:TEMP","1495713321922","63.0"
"SS16/1","T648 C1:TEMP","1495716763542","61.0"
"SS16/1","T648 C1:TEMP","1495717843522","63.0"
"SS16/1","T648 C1:TEMP","1495718424932","61.0"
"SS16/1","T648 C1:TEMP","1495725367522","59.0"
"SS16/1","T648 C1:TEMP","1495729421132","61.0"
"SS16/1","T648 C1:TEMP","1495731969922","63.0"
"SS16/1","T648 C1:TEMP","1495736804722","61.0"
"SS16/1","T648 C1:TEMP","1495738238432","59.0"
"SS16/1","T648 C1:TEMP","1495739626232","57.0"
"SS16/1","T648 C1:TEMP","1495739648722","59.0"
"SS16/1","T648 C1:TEMP","1495739997922","57.0"
"SS16/1","T648 C1:TEMP","1495740294042","59.0"
"SS16/1","T648 C1:TEMP","1495740314732","57.0"
"SS16/1","T648 C1:TEMP","1495742423432","55.0"
"SS16/1","T648 C1:TEMP","1495744660832","53.0"
"SS16/1","T648 C1:TEMP","1495746461722","51.0"
"SS16/1","T648 C1:TEMP","1495748655032","49.0"
"SS16/1","T648 C1:TEMP","1495755657932","47.0"
"SS16/1","T648 C1:TEMP","1495755857722","49.0"
"SS16/1","T648 C1:TEMP","1495756129522","47.0"
"SS16/1","T648 C1:TEMP","1495768010432","45.0"
"SS16/1","T648 C1:TEMP","1495775642432","43.0"
"SS16/1","T648 C1:TEMP","1495780228822","45.0"
"SS16/1","T648 C1:TEMP","1495783239332","47.0"
"SS16/1","T648 C1:TEMP","1495783293322","45.0"
"SS16/1","T648 C1:TEMP","1495783508432","47.0"
"SS16/1","T648 C1:TEMP","1495784629832","49.0"
"SS16/1","T648 C1:TEMP","1495785754822","51.0"
"SS16/1","T648 C1:TEMP","1495787132722","53.0"
"SS16/1","T648 C1:TEMP","1495788647422","55.0"
"SS16/1","T648 C1:TEMP","1495790554542","57.0"
"SS16/1","T648 C1:TEMP","1495801055722","59.0"
"SS16/1","T648 C1:TEMP","1495801174532","57.0"
"SS16/1","T648 C1:TEMP","1495801464332","59.0"
"SS16/1","T648 C1:TEMP","1495805178632","57.0"
"SS16/1","T648 C1:TEMP","1495805527832","59.0"
"SS16/1","T648 C1:TEMP","1495805783432","57.0"
"SS16/1","T648 C1:TEMP","1495805920232","59.0"
"SS16/1","T648 C1:TEMP","1495805931032","57.0"
"SS16/1","T648 C1:TEMP","1495822357832","55.0"
"SS16/1","T648 C1:TEMP","1495825241432","53.0"
"SS16/1","T648 C1:TEMP","1495829539832","51.0"
"SS16/1","T648 C1:TEMP","1495832906732","49.0"
"SS16/1","T648 C1:TEMP","1495832915732","51.0"
"SS16/1","T648 C1:TEMP","1495832968832","49.0"
"SS16/1","T648 C1:TEMP","1495836527432","47.0"
"SS16/1","T648 C1:TEMP","1495839497422","45.0"
"SS16/1","T648 C1:TEMP","1495840981522","47.0"
"SS16/1","T648 C1:TEMP","1495844567132","45.0"
"SS16/1","T648 C1:TEMP","1495868105732","47.0"
"SS16/1","T648 C1:TEMP","1495871130632","49.0"
"SS16/1","T648 C1:TEMP","1495873627232","51.0"
"SS16/1","T648 C1:TEMP","1495882858522","53.0"
"SS16/1","T648 C1:TEMP","1495884981297","55.0"
"SS16/1","T648 C1:TEMP","1495890432587","53.0"
"SS16/1","T648 C1:TEMP","1495896980097","51.0"
"SS16/1","T648 C1:TEMP","1495898946597","49.0"
"SS16/1","T648 C1:TEMP","1495901354997","47.0"
"SS16/1","T648 C1:TEMP","1495908174297","45.0"
"SS16/1","T648 C1:TEMP","1495908434387","47.0"
"SS16/1","T648 C1:TEMP","1495909004987","45.0"
"SS16/1","T648 C1:TEMP","1495919704197","43.0"
"SS16/1","T648 C1:TEMP","1495942882797","45.0"
"SS16/1","T648 C1:TEMP","1495947683387","43.0"
"SS16/1","T648 C1:TEMP","1495948477187","41.0"
"SS16/1","T648 C1:TEMP","1495958979297","39.0"
"SS16/1","T648 C1:TEMP","1495960493097","41.0"
"SS16/1","T648 C1:TEMP","1495964117397","43.0"
"SS16/1","T648 C1:TEMP","1495966189197","41.0"
"SS16/1","T648 C1:TEMP","1495972768197","43.0"
"SS16/1","T648 C1:TEMP","1495972800587","41.0"
"SS16/1","T648 C1:TEMP","1495972824907","43.0"
"SS16/1","T648 C1:TEMP","1495972897797","41.0"
"SS16/1","T648 C1:TEMP","1495975563587","43.0"
"SS16/1","T648 C1:TEMP","1495979249997","45.0"
"SS16/1","T648 C1:TEMP","1495981942787","47.0"
"SS16/1","T648 C1:TEMP","1495987968297","49.0"
"SS16/1","T648 C1:TEMP","1495991318087","51.0"
"SS16/1","T648 C1:TEMP","1495996324787","49.0"
"SS16/1","T648 C1:TEMP","1496000684387","51.0"
"SS16/1","T648 C1:TEMP","1496000759087","49.0"
"SS16/1","T648 C1:TEMP","1496008748397","47.0"
"SS16/1","T648 C1:TEMP","1496014219487","45.0"
"SS16/1","T648 C1:TEMP","1496018975997","43.0"
"SS16/1","T648 C1:TEMP","1496035998607","41.0"
"SS16/1","T648 C1:TEMP","1496037268507","43.0"
"SS16/1","T648 C1:TEMP","1496040163807","41.0"
"SS16/1","T648 C1:TEMP","1496041458897","43.0"
"SS16/1","T648 C1:TEMP","1496048574307","41.0"
"SS16/1","T648 C1:TEMP","1496058932407","43.0"
"SS16/1","T648 C1:TEMP","1496063784307","45.0"
"SS16/1","T648 C1:TEMP","1496064203697","43.0"
"SS16/1","T648 C1:TEMP","1496075868597","45.0"
"SS16/1","T648 C1:TEMP","1496100806707","47.0"
"SS16/1","T648 C1:TEMP","1496100942607","45.0"
"SS16/1","T648 C1:TEMP","1496106311097","47.0"
"SS16/1","T648 C1:TEMP","1496106317397","45.0"
"SS16/1","T648 C1:TEMP","1496115718797","43.0"
"SS16/1","T648 C1:TEMP","1496119793097","45.0"
"SS16/1","T648 C1:TEMP","1496124973507","43.0"
"SS16/1","T648 C1:TEMP","1496131522797","45.0"
"SS16/1","T648 C1:TEMP","1496136734697","47.0"
"SS16/1","T648 C1:TEMP","1496142249017","49.0"
"SS16/1","T648 C1:TEMP","1496153321707","47.0"
"SS16/1","T648 C1:TEMP","1496157051307","45.0"
"SS16/1","T648 C1:TEMP","1496161212907","47.0"
"SS16/1","T648 C1:TEMP","1496161559397","45.0"
"SS16/1","T648 C1:TEMP","1496163298207","43.0"
"SS16/1","T648 C1:TEMP","1496165119797","41.0"
"SS16/1","T648 C1:TEMP","1496165226897","43.0"
"SS16/1","T648 C1:TEMP","1496165248497","41.0"
"SS16/1","T648 C1:TEMP","1496165513997","43.0"
"SS16/1","T648 C1:TEMP","1496169398407","41.0"
"SS16/1","T648 C1:TEMP","1496172216307","43.0"
"SS16/1","T648 C1:TEMP","1496173492507","41.0"
"SS16/1","T648 C1:TEMP","1496175265507","43.0"
"SS16/1","T648 C1:TEMP","1496175301507","41.0"
"SS16/1","T648 C1:TEMP","1496181019197","43.0"
"SS16/1","T648 C1:TEMP","1496184858597","41.0"
"SS16/1","T648 C1:TEMP","1496190808497","39.0"
"SS16/1","T648 C1:TEMP","1496190830997","41.0"
"SS16/1","T648 C1:TEMP","1496191100097","39.0"
"SS16/1","T648 C1:TEMP","1496195160897","41.0"
"SS16/1","T648 C1:TEMP","1496196339007","39.0"
"SS16/1","T648 C1:TEMP","1496207666397","37.0"
"SS16/1","T648 C1:TEMP","1496207848207","39.0"
"SS16/1","T648 C1:TEMP","1496207904897","37.0"
"SS16/1","T648 C1:TEMP","1496208797707","39.0"
"SS16/1","T648 C1:TEMP","1496208830107","37.0"
"SS16/1","T648 C1:TEMP","1496209478997","39.0"
"SS16/1","T648 C1:TEMP","1496214979797","41.0"
"SS16/1","T648 C1:TEMP","1496216280307","43.0"
"SS16/1","T648 C1:TEMP","1496217171307","45.0"
"SS16/1","T648 C1:TEMP","1496218004697","47.0"
"SS16/1","T648 C1:TEMP","1496218927197","49.0"
"SS16/1","T648 C1:TEMP","1496220344707","51.0"
"SS16/1","T648 C1:TEMP","1496220352797","49.0"
"SS16/1","T648 C1:TEMP","1496220532817","51.0"
"SS16/1","T648 C1:TEMP","1496222003407","53.0"
"SS16/1","T648 C1:TEMP","1496228567107","55.0"
"SS16/1","T648 C1:TEMP","1496231132097","53.0"
"SS16/1","T648 C1:TEMP","1496231767507","55.0"
"SS16/1","T648 C1:TEMP","1496238012607","57.0"
"SS16/1","T648 C1:TEMP","1496238026997","55.0"
"SS16/1","T648 C1:TEMP","1496238071097","57.0"
"SS16/1","T648 C1:TEMP","1496238093597","55.0"
"SS16/1","T648 C1:TEMP","1496238109807","57.0"
"SS16/1","T648 C1:TEMP","1496248401297","59.0"
"SS16/1","T648 C1:TEMP","1496252031907","57.0"
"SS16/1","T648 C1:TEMP","1496253928207","55.0"
"SS16/1","T648 C1:TEMP","1496255633717","53.0"
"SS16/1","T648 C1:TEMP","1496258606407","51.0"
"SS16/1","T648 C1:TEMP","1496262813007","49.0"
"SS16/1","T648 C1:TEMP","1496272471807","47.0"
"SS16/1","T648 C1:TEMP","1496284845007","49.0"
"SS16/1","T648 C1:TEMP","1496289654597","47.0"
"SS16/1","T648 C1:TEMP","1496289769807","49.0"
"SS16/1","T648 C1:TEMP","1496290034407","47.0"
"SS16/1","T648 C1:TEMP","1496303098807","49.0"
"SS16/1","T648 C1:TEMP","1496308316107","51.0"
"SS16/1","T648 C1:TEMP","1496308442107","49.0"
"SS16/1","T648 C1:TEMP","1496308444797","51.0"
"SS16/1","T648 C1:TEMP","1496308493407","49.0"
"SS16/1","T648 C1:TEMP","1496308597807","51.0"
"SS16/1","T648 C1:TEMP","1496309738107","49.0"
"SS16/1","T648 C1:TEMP","1496311050307","51.0"
"SS16/1","T648 C1:TEMP","1496311262697","49.0"
"SS16/1","T648 C1:TEMP","1496311455297","51.0"
"SS16/1","T648 C1:TEMP","1496311818907","49.0"
"SS16/1","T648 C1:TEMP","1496314815917","51.0"
"SS16/1","T648 C1:TEMP","1496321810697","53.0"
"SS16/1","T648 C1:TEMP","1496326749007","55.0"
"SS16/1","T648 C1:TEMP","1496327438407","53.0"
"SS16/1","T648 C1:TEMP","1496327484297","55.0"
"SS16/1","T648 C1:TEMP","1496328442807","53.0"
"SS16/1","T648 C1:TEMP","1496335803907","55.0"
"SS16/1","T648 C1:TEMP","1496336755207","53.0"
"SS16/1","T648 C1:TEMP","1496336885697","55.0"
"SS16/1","T648 C1:TEMP","1496341719597","53.0"
"SS16/1","T648 C1:TEMP","1496344720197","51.0"
"SS16/1","T648 C1:TEMP","1496352256807","49.0"
"SS16/1","T648 C1:TEMP","1496360698807","47.0"
"SS16/1","T648 C1:TEMP","1496370237007","45.0"
"SS16/1","T648 C1:TEMP","1496388186607","47.0"
"SS16/1","T648 C1:TEMP","1496388234307","45.0"
"SS16/1","T648 C1:TEMP","1496390632817","47.0"
"SS16/1","T648 C1:TEMP","1496390714717","45.0"
"SS16/1","T648 C1:TEMP","1496390797497","47.0"
"SS16/1","T648 C1:TEMP","1496397847197","49.0"
"SS16/1","T648 C1:TEMP","1496398732807","47.0"
"SS16/1","T648 C1:TEMP","1496402006107","49.0"
"SS16/1","T648 C1:TEMP","1496403311107","47.0"
"SS16/1","T648 C1:TEMP","1496405730297","45.0"
"SS16/1","T648 C1:TEMP","1496406785117","47.0"
"SS16/1","T648 C1:TEMP","1496410428297","45.0"
"SS16/1","T648 C1:TEMP","1496411106907","47.0"
"SS16/1","T648 C1:TEMP","1496413401007","49.0"
"SS16/1","T648 C1:TEMP","1496415512407","47.0"
"SS16/1","T648 C1:TEMP","1496424137097","49.0"
"SS16/1","T648 C1:TEMP","1496428142117","47.0"
"SS16/1","T648 C1:TEMP","1496429374197","49.0"
"SS16/1","T648 C1:TEMP","1496434009217","47.0"
"SS16/1","T648 C1:TEMP","1496445150307","45.0"
"SS16/1","T648 C1:TEMP","1496455613697","43.0"
"SS16/1","T648 C1:TEMP","1496460072297","41.0"
"SS16/1","T648 C1:TEMP","1496460102907","43.0"
"SS16/1","T648 C1:TEMP","1496460410707","41.0"
"SS16/1","T648 C1:TEMP","1496460605097","43.0"
"SS16/1","T648 C1:TEMP","1496460634807","41.0"
"SS16/1","T648 C1:TEMP","1496471669707","43.0"
"SS16/1","T648 C1:TEMP","1496471772297","41.0"
"SS16/1","T648 C1:TEMP","1496471785807","43.0"
"SS16/1","T648 C1:TEMP","1496471865007","41.0"
"SS16/1","T648 C1:TEMP","1496471921697","43.0"
"SS16/1","T648 C1:TEMP","1496476598107","45.0"
"SS16/1","T648 C1:TEMP","1496478485407","47.0"
"SS16/1","T648 C1:TEMP","1496480337607","49.0"
"SS16/1","T648 C1:TEMP","1496485658407","47.0"
"SS16/1","T648 C1:TEMP","1496493740407","49.0"
"SS16/1","T648 C1:TEMP","1496495368507","47.0"
"SS16/1","T648 C1:TEMP","1496496103807","49.0"
"SS16/1","T648 C1:TEMP","1496496521407","47.0"
"SS16/1","T648 C1:TEMP","1496496886807","49.0"
"SS16/1","T648 C1:TEMP","1496497415997","47.0"
"SS16/1","T648 C1:TEMP","1496498865917","49.0"
"SS16/1","T648 C1:TEMP","1496505246897","47.0"
"SS16/1","T648 C1:TEMP","1496507731797","49.0"
"SS16/1","T648 C1:TEMP","1496515031697","47.0"
"SS16/1","T648 C1:TEMP","1496516619297","45.0"
"SS16/1","T648 C1:TEMP","1496526430207","43.0"
"SS16/1","T648 C1:TEMP","1496526681307","45.0"
"SS16/1","T648 C1:TEMP","1496526780297","43.0"
"SS16/1","T648 C1:TEMP","1496531530507","41.0"
"SS16/1","T648 C1:TEMP","1496531575507","43.0"
"SS16/1","T648 C1:TEMP","1496531753707","41.0"
"SS16/1","T648 C1:TEMP","1496531818497","43.0"
"SS16/1","T648 C1:TEMP","1496531923807","41.0"
"SS16/1","T648 C1:TEMP","1496532030907","43.0"
"SS16/1","T648 C1:TEMP","1496532239697","41.0"
"SS16/1","T648 C1:TEMP","1496555736907","39.0"
"SS16/1","T648 C1:TEMP","1496557873507","41.0"
"SS16/1","T648 C1:TEMP","1496561345697","43.0"
"SS16/1","T648 C1:TEMP","1496563877407","45.0"
"SS16/1","T648 C1:TEMP","1496564969097","47.0"
"SS16/1","T648 C1:TEMP","1496566315497","49.0"
"SS16/1","T648 C1:TEMP","1496567805897","51.0"
"SS16/1","T648 C1:TEMP","1496568861597","49.0"
"SS16/1","T648 C1:TEMP","1496571008997","47.0"
"SS16/1","T648 C1:TEMP","1496575520707","49.0"
"SS16/1","T648 C1:TEMP","1496578073097","47.0"
"SS16/1","T648 C1:TEMP","1496579116197","49.0"
"SS16/1","T648 C1:TEMP","1496580699307","47.0"
"SS16/1","T648 C1:TEMP","1496583433517","49.0"
"SS16/1","T648 C1:TEMP","1496583824997","47.0"
"SS16/1","T648 C1:TEMP","1496586880507","49.0"
"SS16/1","T648 C1:TEMP","1496587101897","47.0"
"SS16/1","T648 C1:TEMP","1496587384497","49.0"
"SS16/1","T648 C1:TEMP","1496595307207","47.0"
"SS16/1","T648 C1:TEMP","1496598214207","49.0"
"SS16/1","T648 C1:TEMP","1496601215697","47.0"
"SS16/1","T648 C1:TEMP","1496602579207","49.0"
"SS16/1","T648 C1:TEMP","1496605567207","47.0"
"SS16/1","T648 C1:TEMP","1496610675597","45.0"
"SS16/1","T648 C1:TEMP","1496613994797","43.0"
"SS16/1","T648 C1:TEMP","1496617656007","41.0"
"SS16/1","T648 C1:TEMP","1496617682107","43.0"
"SS16/1","T648 C1:TEMP","1496617822507","41.0"
"SS16/1","T648 C1:TEMP","1496626539007","39.0"
"SS16/1","T648 C1:TEMP","1496634987307","41.0"
"SS16/1","T648 C1:TEMP","1496662984507","43.0"
"SS16/1","T648 C1:TEMP","1496669102697","45.0"
"SS16/1","T648 C1:TEMP","1496675807707","43.0"
"SS16/1","T648 C1:TEMP","1496695622107","41.0"
"SS16/1","T648 C1:TEMP","1496704538397","43.0"
"SS16/1","T648 C1:TEMP","1496720690707","45.0"
"SS16/1","T648 C1:TEMP","1496724447307","43.0"
"SS16/1","T648 C1:TEMP","1496725057507","41.0"
"SS16/1","T648 C1:TEMP","1496726606407","39.0"
"SS16/1","T648 C1:TEMP","1496728041007","37.0"
"SS16/1","T648 C1:TEMP","1496729959807","35.0"
"SS16/1","T648 C1:TEMP","1496730823807","37.0"
"SS16/1","T648 C1:TEMP","1496738251507","35.0"
"SS16/1","T648 C1:TEMP","1496743669497","33.0"
"SS16/1","T648 C1:TEMP","1496743692907","35.0"
"SS16/1","T648 C1:TEMP","1496744015997","33.0"
"SS16/1","T648 C1:TEMP","1496755988697","31.0"
"SS16/1","T648 C1:TEMP","1496756560197","33.0"
"SS16/1","T648 C1:TEMP","1496764520697","35.0"
"SS16/1","T648 C1:TEMP","1496764572007","33.0"
"SS16/1","T648 C1:TEMP","1496764914007","35.0"
"SS16/1","T648 C1:TEMP","1496766576307","33.0"
"SS16/1","T648 C1:TEMP","1496769509407","35.0"
"SS16/1","T648 C1:TEMP","1496776931707","33.0"
"SS16/1","T648 C1:TEMP","1496777788497","35.0"
"SS16/1","T648 C1:TEMP","1496781678307","37.0"
"SS16/1","T648 C1:TEMP","1496781830387","35.0"
"SS16/1","T648 C1:TEMP","1496782559407","37.0"
"SS16/1","T648 C1:TEMP","1496782719607","35.0"
"SS16/1","T648 C1:TEMP","1496782772707","37.0"
"SS16/1","T648 C1:TEMP","1496782789797","35.0"
"SS16/1","T648 C1:TEMP","1496782833897","37.0"
"SS16/1","T648 C1:TEMP","1496782915797","35.0"
"SS16/1","T648 C1:TEMP","1496782934707","37.0"
"SS16/1","T648 C1:TEMP","1496783363107","35.0"
"SS16/1","T648 C1:TEMP","1496786655307","33.0"
"SS16/1","T648 C1:TEMP","1496786799297","35.0"
"SS16/1","T648 C1:TEMP","1496786901907","33.0"
"SS16/1","T648 C1:TEMP","1496787010807","35.0"
"SS16/1","T648 C1:TEMP","1496787054007","33.0"
